id,label,is_digital,type,strat_fold
002998f600f9426c94d008920398c4f3,0,True,MOZAMBIQUE/DL,3
002da0ae680b4efa8d9e3f3a494b0ee5,0,True,GUINEA/DL,4
002f331d82ef4f52b764805fa223f67f,0,True,MOZAMBIQUE/DL,3
00306132f1ac4d6089bb0e357a947198,1,True,MAURITIUS/ID,2
0032049c1c294751bb17a9b47d6b6bc0,1,True,EGYPT/DL,2
003227dd160648e2bb860c29bd528110,1,True,MOZAMBIQUE/DL,0
003303bed6624071ba47a63202857c2c,1,True,MAURITIUS/ID,1
003367a09e7f45fabb5ac418d0d13e45,0,True,BENIN/DL,1
0035029da23748c3af3ce3a92d5c6285,0,True,EGYPT/DL,3
00351f6a9f3f4b19aa5d44dc96d9fc2e,1,True,GUINEA/DL,3
00376fca239b412b86af444f0961e5d3,1,True,GUINEA/DL,0
003771910b5240c7a0d8a766b668eddf,1,True,EGYPT/DL,2
003866e570cd42e5b664e6ac7f30065e,1,True,BENIN/DL,1
003882302bb74b9eb230d11616554c60,1,True,EGYPT/DL,2
00388c0ed03c4844b68171e94664997a,0,True,MOZAMBIQUE/DL,0
003a66e496564d75b85c1edb1727dcef,0,True,EGYPT/DL,0
003a949d762448bdaa419a5f0c732fcc,1,True,EGYPT/DL,4
003b4ce7068d4d72b92fa467c73342dd,1,True,BENIN/DL,3
003bd38e927b4c5f9758228d359b67da,0,True,MAURITIUS/ID,4
003d2467b7dc4b08b937bb4a3723aa28,0,True,MAURITIUS/ID,3
003e49e4c274469bbfd55b4e708e142f,0,True,MAURITIUS/ID,0
003eb5b9bd07497d88ae109fd13f3476,0,True,GUINEA/DL,1
003f03a9eeb34b31a279671254903b86,1,True,BENIN/DL,1
003f475f85264aba8b18c5b51f2f8c75,0,True,BENIN/DL,4
00423cc886864261ad496e69d4918033,1,True,EGYPT/DL,1
0043a9a8be7d42d7ba2dc5a0d2526d3f,1,True,MOZAMBIQUE/DL,4
0043d295c2ca4b9892a8b3a2ef66137c,1,True,GUINEA/DL,4
00454e8be1c54521ae97e48fd369867e,0,True,BENIN/DL,2
00479c4ba3904e90a463b982ffbfd920,0,True,BENIN/DL,4
0047ee6207a74a959f89586f0d992c28,0,True,EGYPT/DL,4
00488e103c7c4950851eebcfe5e365e8,0,True,MOZAMBIQUE/DL,0
0048b7426a614d70b9be34d45959abb3,0,True,EGYPT/DL,1
00496975d345468fb18b8d6a28e79d19,1,True,EGYPT/DL,4
0049f25c5512416385b0ced6a7f15f11,0,True,MAURITIUS/ID,1
004bd2d07f9e4299822329c7a8a75d52,0,True,GUINEA/DL,1
004c16c759114c35b96a842ea1d0cd18,0,True,MOZAMBIQUE/DL,1
004eedfc2dad48b2a4b3f7c2eea1c654,1,True,MOZAMBIQUE/DL,2
004f508ce2e84c3185cf408975936918,1,True,EGYPT/DL,1
0051060924d640c7b818da0d0afb93a7,0,True,EGYPT/DL,3
005196ff8bfc44e386a42206a387ae63,0,True,MOZAMBIQUE/DL,0
0051c08a6847411489e81cae19862237,0,True,MAURITIUS/ID,3
0051c9fd8b4a4a9da1e36230922d6546,1,True,EGYPT/DL,3
00528cb2aae9466d93840894c66d9319,1,True,GUINEA/DL,1
00533113f1e54c0cb2720c284341fbba,0,True,EGYPT/DL,0
00533e85742b4b5884e4606d2d6467b0,0,True,EGYPT/DL,2
0053a74384304b54952a5cbc6ad42ba9,0,True,BENIN/DL,3
0054a1437dba47d88d10ce8786422e7c,1,True,GUINEA/DL,0
0055741e18684cb6984f84c89242ca6d,0,True,MOZAMBIQUE/DL,1
005593907f3e4f8884e1ccc8bebf8bcf,0,True,MOZAMBIQUE/DL,0
00582d19696c47438fc12dcf956099f7,1,True,EGYPT/DL,1
0058c05ee8854cd781cd608a87fc58ab,0,True,MAURITIUS/ID,1
0058ca1372874ebba003ee5498313205,1,True,MAURITIUS/ID,2
005a504b49954fce8214486834f2dd27,0,True,MAURITIUS/ID,2
005ad1e539104c678b10757f454fdce3,1,True,MOZAMBIQUE/DL,4
005c4f7742584f669b62548f9180b9f0,1,True,GUINEA/DL,3
005cd8e17d5144cead202bf04ac49f91,0,True,EGYPT/DL,4
005ce15067a640e98ca7c6e1baa73a97,0,True,MAURITIUS/ID,3
005cfa58e81447079b7f16787ce44d26,0,True,GUINEA/DL,1
005df6d8bc834e118c85ee2b3c20ef87,0,True,EGYPT/DL,2
005fa269947c4007bd83eebdff801dfb,0,True,MOZAMBIQUE/DL,2
0061aae6738c4c9c9fa5df6f776010f9,0,True,MOZAMBIQUE/DL,0
0062679fb4c94bc68ed910edb6337baf,0,True,BENIN/DL,0
00628474321c4eb499d45773b9dc70d1,0,True,EGYPT/DL,0
00647f8bd3b14115a45edba0ebdcdf5f,0,True,GUINEA/DL,4
006490c90a134e3f80d3b69b439e5874,0,True,BENIN/DL,4
0064ecced47341118be6de10386556fb,0,True,GUINEA/DL,3
006677b6ef0a47b08323cda621d4dc9b,0,True,MOZAMBIQUE/DL,0
0068c52c2d3347de933d01f5176eaa91,0,True,EGYPT/DL,3
00693354050f4d6cab596948454e1056,0,True,BENIN/DL,3
0069d50e2cdd442ea0d7e7b91cbb81d8,1,True,EGYPT/DL,3
006a5eee03074ca191c327f0cf1f31c2,0,True,MAURITIUS/ID,2
006b12b2031845159f9118d664add4b6,0,True,GUINEA/DL,4
006cef5c5af5442cb17c3d449719b056,1,True,MOZAMBIQUE/DL,1
006e6d2816644f888c101d629625fab7,1,True,GUINEA/DL,4
006f3865bdd840c1b18b6928c4518dfb,1,True,GUINEA/DL,3
00717842e6b543198024f0e4cfa6b688,1,True,MOZAMBIQUE/DL,2
0071854a464843308ea85e12c32d6ae6,1,True,GUINEA/DL,2
0071cc169576422b8da7ecdb5617ff8c,1,True,MOZAMBIQUE/DL,2
0074506d5d6a4ab78bf5c8376bf08581,1,True,GUINEA/DL,4
007691ed6e524e1eac01a070529bf636,0,True,EGYPT/DL,1
00779ef9cc4a47fb9024cc935a143625,0,True,MAURITIUS/ID,4
0079720ff54b44af9ecc760a7bd2c77f,1,True,BENIN/DL,0
007adeae3a67412fbd1592bbe793e399,0,True,MOZAMBIQUE/DL,4
007b2deaf7a4424dbb10b019ed8cbe28,0,True,EGYPT/DL,0
007d8044416a4feab2831b032b3e5174,0,True,BENIN/DL,4
007f9ca0b35f4b93bdb62caa98f31952,0,True,MAURITIUS/ID,4
00803f3be14c45fca48632e9cd0d52ca,0,True,MAURITIUS/ID,1
008040751161456b88a3d623a11ca35d,0,True,MOZAMBIQUE/DL,2
0080ad0a337741d5a29c13e34c45141d,1,True,EGYPT/DL,1
0081dbf651c64e5e950ae01dd251f258,0,True,MAURITIUS/ID,2
00838e85e0294960bcd709f5ada28192,1,True,MAURITIUS/ID,3
0083eb0d1584400199b4631ac04c753b,1,True,BENIN/DL,1
00845e28af9e43efb61ed1d7ecc17e92,1,True,MAURITIUS/ID,2
00858661042340e8a66ead32aee7fe66,1,True,BENIN/DL,1
0087741223c845f9b7e59310c2fbc862,1,True,BENIN/DL,4
008793db4be143fca05515a163a5c201,0,True,MOZAMBIQUE/DL,0
00883ae25960446abcfe724b61f3c365,1,True,MAURITIUS/ID,4
008891be1f864186b51f356f95c8a866,0,True,EGYPT/DL,1
008a1c152b00461bac28e6cb91b63a35,0,True,GUINEA/DL,2
008a1c4d589e4045b943dd85e63d1bd5,1,True,GUINEA/DL,0
008acfc43a244c91bc925933bec3685a,0,True,BENIN/DL,1
008ada7f204c40edba6096769d255e32,0,True,MAURITIUS/ID,4
008c57ebcf3c4094ab5cd7810f51b7a5,0,True,GUINEA/DL,2
008d6b42725a46eab20513047b8e3bfc,0,True,EGYPT/DL,1
008de27062274cc5896b2569a4684542,0,True,MOZAMBIQUE/DL,3
008ee869e18446d7ab10a80991a6d44a,1,True,BENIN/DL,3
008f15627fa146558262bfe645d22a34,1,True,EGYPT/DL,3
008f419325e648eab6d60183d344b4d1,1,True,EGYPT/DL,3
00909fd17bce4321b65a3ee3bfac4384,0,True,BENIN/DL,3
0090c92ef63345f6ba41a03d72476de8,0,True,GUINEA/DL,0
00918f7b298846f98879208d841614c8,0,True,BENIN/DL,4
0092ffad0c9544bfaaae15207e8b68bb,1,True,BENIN/DL,0
009320d60f944ebda94e10da5ad1c402,1,True,MAURITIUS/ID,0
00940e93f50143b88b76e2075cd57c00,1,True,EGYPT/DL,1
00969c710d1b40c8bb7f1dd1f67cd3d5,0,True,EGYPT/DL,4
0096dbe3a1754bf385e3a6d0647de065,1,True,MOZAMBIQUE/DL,1
0097dbcf28c34ade929e0e3cdf95c772,0,True,EGYPT/DL,2
009968729f384eb0828fbf84a4cf7aaa,0,True,MAURITIUS/ID,2
009a5c116f584206ae9c855e26ed4626,1,True,BENIN/DL,0
009ac26b932247f6a86c429afd47747f,0,True,MAURITIUS/ID,3
009e7fe2a238478ca62bf1aa6263953e,1,True,MOZAMBIQUE/DL,2
009ecc97700e4d228f863345ccd12f8a,0,True,GUINEA/DL,0
009f122a57ef42b18c5b1b0f869fa984,1,True,EGYPT/DL,2
009f5a29bf4a4277ba067638793a35d1,1,True,MOZAMBIQUE/DL,0
009ff4450d974f62a38e6ecc7155d463,0,True,MOZAMBIQUE/DL,3
00a06f2f739e442bad161dd06da9fd76,0,True,MOZAMBIQUE/DL,3
00a159cb3c564e9c8070bd510ec0c7db,1,True,MAURITIUS/ID,3
00a2beefb5ce430583461355cd6e824e,1,True,EGYPT/DL,1
00a2ef9ddc3b4c53971f5d6004728fee,0,True,BENIN/DL,0
00a4b58dd27948c69f2acdc55b784a98,0,True,GUINEA/DL,4
00a58a2c5a6f4d9eb79e5133411138b5,0,True,MOZAMBIQUE/DL,3
00a7659f7de64221a6103964744070c7,0,True,EGYPT/DL,3
00a7d60b75cd44718aa2faf5426377e5,0,True,GUINEA/DL,3
00a8d6a9dd404a28ad8e3429c7995ad1,1,True,GUINEA/DL,2
00a8e1b7ee8e47e5bbcc83d1cdcd098e,1,True,BENIN/DL,3
00aa1b4f47e44b74a435af4dbb5e0a1e,0,True,MAURITIUS/ID,2
00ad4876a5c640aa91c8e860b22e97c1,1,True,BENIN/DL,3
00ad7dc6d99c491c8a1a37d3439c839e,1,True,MAURITIUS/ID,2
00ae2d6958c94987843f018389f0a880,0,True,MAURITIUS/ID,0
00b01ce365bf463db36130f6d9ab3857,0,True,EGYPT/DL,4
00b092797c1044c98261b51b6a483357,0,True,GUINEA/DL,0
00b22440be0e4579872e60f260b05c60,1,True,MOZAMBIQUE/DL,4
00b28e56c7c7408abe6d66b80dab5314,0,True,GUINEA/DL,4
00b2a61e547e4d2d97a06099dccd2b55,0,True,EGYPT/DL,2
00b6accc0b6647fc9ac9d79ec3f0cee7,0,True,MAURITIUS/ID,0
00b8012c5ad0449d90bd0af3cdd3e07e,1,True,MAURITIUS/ID,0
00b86b0cfe614be9bfcbe6e8a2a651c9,0,True,MAURITIUS/ID,3
00ba2c6929df4ebcb2e2102dfd4e9924,1,True,MOZAMBIQUE/DL,1
00bad555b2ac4b1988d8ce350a371389,1,True,MOZAMBIQUE/DL,4
00bb08d4d8e845a298147d0e8240b746,0,True,BENIN/DL,2
00bb87ca6be1433b8a961d7e03fa7e27,0,True,MOZAMBIQUE/DL,1
00bb94adefc44af5835a55ad5d8fcd86,0,True,GUINEA/DL,3
00bbbbe4cb7a46dab5d98d4a23b4ec5a,0,True,EGYPT/DL,1
00bcffe1f7cc4e00910e1de5e8ce0a47,0,True,MOZAMBIQUE/DL,3
00bd39f695c04400949f0badc68b7566,1,True,GUINEA/DL,4
00be4eb794ba41f2a4f18a85f3412273,0,True,MOZAMBIQUE/DL,2
00bfa2a425c34386be0384ff87f9eb1d,1,True,GUINEA/DL,1
00c00618f8a04cef95c03f088ed2fcc3,1,True,MAURITIUS/ID,4
00c06ff4d2b34493892ae9af18ff3872,1,True,MAURITIUS/ID,3
00c183d41b6b4fb9a5d54794e3dbc012,1,True,EGYPT/DL,4
00c3896d364844b3a7f483a5917ad7a7,0,True,GUINEA/DL,3
00c44b902d754d6babb31d33d0b71f52,0,True,BENIN/DL,3
00c469fcdf3b4a459fead6eb50f97944,0,True,BENIN/DL,2
00c47a500d8c445c9c1f78910be6ba5b,1,True,MAURITIUS/ID,1
00c48ec431cb4589b5526f706e831c3a,0,True,MAURITIUS/ID,1
00c50971a0094de7b5c2fa3efa5c6b5d,1,True,GUINEA/DL,0
00c550f77cec4ac39ebcced1a0567c07,0,True,MAURITIUS/ID,2
00c65ccb464c4ddab22be22218987053,0,True,MAURITIUS/ID,0
00c694e6fba549a58fabdb869c0ff286,0,True,EGYPT/DL,3
00c6df8cd94b49e6a2255182fe2f8408,0,True,BENIN/DL,4
00c7becd3c334918bd696e1cfcb920e9,1,True,EGYPT/DL,4
00c99681c13e46379b3f7393f2e3e4e9,0,True,MOZAMBIQUE/DL,3
00c9a9cd8c2b491fa32d5356c4cb571e,0,True,EGYPT/DL,1
00c9aafaf0e24a0987c5d0de137ba42c,1,True,EGYPT/DL,2
00c9bfd8d9c14c6dae56323b6f6f0961,0,True,MOZAMBIQUE/DL,4
00c9c92b466a41a894e0d6cf143625c0,1,True,GUINEA/DL,1
00ca6e3ab26b45c98cecb69a79276918,0,True,BENIN/DL,3
00cb1fe38f74487d9c713e412c4b7bae,0,True,EGYPT/DL,3
00cc0d34070841ab926496a93289c015,1,True,MOZAMBIQUE/DL,0
00cc1be74826473b8372012d0b1ae91d,0,True,EGYPT/DL,3
00cd33685f5c4082ba067d7d6296fdca,0,True,MAURITIUS/ID,1
00cd89c0f85a4ad6b733eb59dc6c6ada,1,True,BENIN/DL,2
00ce1fa01e494eaf899bc9fb9ea5b01e,0,True,MOZAMBIQUE/DL,4
00cf62b016a341e99580c58203d2c088,0,True,MOZAMBIQUE/DL,3
00cf6430df134652874594b1db77890b,0,True,EGYPT/DL,4
00cfd36dc6f74ff7b31c927cb1dc9dc4,1,True,MAURITIUS/ID,2
00d024423f364bf8b408fd0bc99905b9,0,True,EGYPT/DL,4
00d28fd177364d7f86b3c4b991bab847,1,True,EGYPT/DL,2
00d2fdae66094b44a6d86e93c84457d1,0,True,BENIN/DL,4
00d354e78226470688c899e3688e678b,0,True,GUINEA/DL,1
00d3a2f9a81e4723a3c6741a4b568bea,0,True,MOZAMBIQUE/DL,2
00d45aaa6caa495582e94b5b5f397d7e,0,True,EGYPT/DL,3
00d55209dd2d4cebbce564473f5ae36e,0,True,EGYPT/DL,4
00d5ea13334c498ea611ba45348b9a11,1,True,EGYPT/DL,2
00d64a8680644cd0aeb4d2fb52403326,1,True,BENIN/DL,0
00d6d833ffe94b578ba901ca77f7da0d,1,True,GUINEA/DL,3
00d7233ad6d54d08a99ed9df82ca8d6c,1,True,BENIN/DL,0
00d7605822b741b182371f6f2ac5678d,0,True,MOZAMBIQUE/DL,0
00d767e1e0da413dbd87bf8959ba52fc,0,True,BENIN/DL,4
00d7bb1327f147128b2a3e3c14daccf0,0,True,EGYPT/DL,3
00d92b70376a4f1b869aed6d3ba6d637,0,True,GUINEA/DL,4
00d94da17bf44cdb95e7b177626b4c89,0,True,MAURITIUS/ID,2
00d9aeed492a435a842a86c11e8448eb,1,True,BENIN/DL,4
00dc43d6dfa24269bb31bc2852f05343,0,True,MOZAMBIQUE/DL,2
00dd5fb2676443b5849f43930415b108,1,True,GUINEA/DL,2
00de3073088642ee8e564b39f98bc9ed,0,True,GUINEA/DL,2
00de4675a99e4ad48963d3aae8d868a2,1,True,EGYPT/DL,3
00e10bd4512c44c08a9aac1fb64636ae,0,True,MOZAMBIQUE/DL,0
00e35d4a14114142a720da84664ff0a0,0,True,MAURITIUS/ID,3
00e3da0598d442f6a54b574f879e2e98,0,True,MOZAMBIQUE/DL,1
00e3ee8868d947718788c0d09521ce9f,0,True,MOZAMBIQUE/DL,2
00e5a323a1dd40a680b3c5d5e4f65bec,0,True,MOZAMBIQUE/DL,4
00e62b42201544c59ff5a059b4ad2fab,0,True,GUINEA/DL,0
00e65a32febb46e09f833cabd31e0ec8,0,True,EGYPT/DL,2
00e8a30e7ba245f1befe1db48a728cf7,1,True,EGYPT/DL,4
00eb56b66fcc472ebe0cafac0d245039,0,True,BENIN/DL,3
00ebd88eccdb441bbcf1ff1cdd454617,0,True,EGYPT/DL,3
00ec2a03d85242748554188190ae85e5,0,True,MAURITIUS/ID,1
00ecb49a87ce4e3295a87ba4b42c11ad,1,True,MOZAMBIQUE/DL,4
00ef307d29f846f98bba561a7a002b10,0,True,EGYPT/DL,1
00ef72a9dbf1404e8e1962c6a195fbb0,1,True,MAURITIUS/ID,3
00efd765b1c74b578d8f6b33ea73912e,0,True,MAURITIUS/ID,3
00f02b515b234cc5b7b0808c558d8153,1,True,EGYPT/DL,0
00f0f0d53c3e427f813fb539df58fb69,1,True,MAURITIUS/ID,0
00f1732025204caf978a32dfd9b0bde2,0,True,BENIN/DL,0
00f237caa63a4191a8163af369d46f69,1,True,EGYPT/DL,1
00f42adba7cd40be80450f9247efc89c,0,True,MOZAMBIQUE/DL,3
00f735496483437eb2726fb2b42b2ab0,0,True,BENIN/DL,3
00f75f5427d746aea18dc770bc904343,1,True,MAURITIUS/ID,0
00f7c2df88b3450bb4b4b5564fb9749d,1,True,BENIN/DL,4
00f9545ff65848108bc4e3037a5a6f65,0,True,MAURITIUS/ID,2
00fa14f463c04bb586127b27f2a4ab5b,0,True,EGYPT/DL,3
0100c3b142af48a3ab610e1e4151c707,0,True,BENIN/DL,2
0100f4ea44c0426b94ec7409af49cc4c,1,True,EGYPT/DL,1
0102cf000d894a318892f3e2690d070b,1,True,EGYPT/DL,0
0104acf9c07a41a6bfa3a2182e925e4f,1,True,EGYPT/DL,0
0104f1a87093487b941892e03135b320,1,True,MAURITIUS/ID,2
01056f08a28d4432927940106c4321af,1,True,EGYPT/DL,4
010605f74c71430292cfb1fb2af5b0ad,1,True,EGYPT/DL,1
0108016403e345fa95effdf3189d4420,1,True,EGYPT/DL,2
0108636529eb40c1a2deceaa4eed1867,0,True,BENIN/DL,3
0109fc5f36304fc58e44158829b16206,0,True,BENIN/DL,2
010bd74cf3be464eb6b43563fb19f162,1,True,BENIN/DL,4
010c114f495e4087b26a91ffa554799f,1,True,MAURITIUS/ID,3
010e4e0bae67415591d693f61dc5f411,1,True,EGYPT/DL,0
010edbe9af594e1485b58194431a0f31,0,True,GUINEA/DL,0
010ee9c1a9bb40b9b4a3bc914d1b44f9,0,True,EGYPT/DL,4
010ff6da756a4467b887f95adb5093e0,0,True,MOZAMBIQUE/DL,4
0110dcaad30349629975d67975155203,0,True,GUINEA/DL,2
0110e09ef55e46cbb45217804e119004,1,True,EGYPT/DL,4
0113cb0e298b4e479f60fbbe35895068,1,True,EGYPT/DL,3
0113d6844c014cf6aa0248d3daf1d60a,0,True,GUINEA/DL,2
01146dbc9c77449fa9c04e949cf2b696,0,True,MOZAMBIQUE/DL,0
01164a5cc415400c97b539927cbd5d1e,1,True,MOZAMBIQUE/DL,3
0117b25014d649ca8d77f58e1767d491,1,True,MOZAMBIQUE/DL,1
01195a6531b44f11b8376f1adee85fd5,1,True,EGYPT/DL,4
011a1db83f814bffb24e5f9760808e68,0,True,GUINEA/DL,1
011aa4fb3bc04f3097fa29af98437d66,0,True,MAURITIUS/ID,3
011b06b1c2754b38b09083d6d275c06c,1,True,MAURITIUS/ID,1
011bd830e3654c6380a6000e39dcd4c2,1,True,GUINEA/DL,4
011beaeee1774eb7ad0985f73909dab1,1,True,EGYPT/DL,2
011f255bad9f40359f83820c76eb5fea,1,True,MAURITIUS/ID,1
011f2e6da5d44cc380af4ccc53231138,1,True,MAURITIUS/ID,3
011fa92814ed4b068c344bebabe88ef9,1,True,BENIN/DL,4
011ff6a091984acc96a58d2ba4994925,0,True,MAURITIUS/ID,4
0120cc7c2d7a4fd69ced86ee87747eed,1,True,EGYPT/DL,3
012237e059ec4c2286ef8d396c55dab2,1,True,BENIN/DL,4
01224a0090ef4e1fbd02b78790124681,0,True,GUINEA/DL,2
01231a7d7fda45b6b39e6876f01b9548,1,True,MOZAMBIQUE/DL,2
01237d9760034f49878aca34ca1d7cb6,0,True,BENIN/DL,1
01238f785f20460c99d6fdfdd7748b23,1,True,MAURITIUS/ID,3
01248428c5684215b21a80b936d2f087,1,True,MOZAMBIQUE/DL,0
0124bad6a1654e0f9744de1fc44808c9,0,True,BENIN/DL,4
0124de2d5bb14d32925bf28a7dee746c,0,True,MAURITIUS/ID,2
012549324fa146c4ac2312e625ba280b,1,True,MAURITIUS/ID,0
01269bad681540389a073b0be5dbebf3,0,True,EGYPT/DL,0
0126cf8ee6be44f7bbf741fccde07203,0,True,GUINEA/DL,3
0127ad6162a840f9b77ec3b24cafd7a4,0,True,BENIN/DL,2
0128335c509346249f2bca6c6a174472,1,True,EGYPT/DL,0
012843f0517d4b2393fb5ee6f879d8ca,0,True,BENIN/DL,1
01286d390bf744bca8af4d24f7184659,1,True,BENIN/DL,4
0129523628174050af6d6f5418d4eb18,1,True,MOZAMBIQUE/DL,1
012968a771d94be1ad03ea10bd2afcd3,0,True,EGYPT/DL,1
01299a2bce0e4c1490298fc398affa07,1,True,BENIN/DL,3
012b98e665d84088830ede41af7ffa44,0,True,GUINEA/DL,1
012c50ef5c2c4d7196a3a8692f70397e,1,True,MAURITIUS/ID,4
012cf37f588547659ba949243bd776c0,1,True,BENIN/DL,0
012d619a3f9c4bb4a24927b23f0d4255,1,True,EGYPT/DL,0
012e06a24a1b469ba3f241417ed94ac6,0,True,MAURITIUS/ID,2
012ed55b2855435e9694903b1fe1eeb7,0,True,MOZAMBIQUE/DL,1
012f76f6335d47319a56517cd3cff7ae,0,True,BENIN/DL,2
01307fe2c3ab4a34a386118983cbfb7f,1,True,EGYPT/DL,4
0130d0e399a445dca865adb3fecb068d,1,True,EGYPT/DL,4
0131b5860c5d4f63b285595135448ddd,0,True,BENIN/DL,0
0131c7089648409390da762bdfaa840b,1,True,BENIN/DL,0
01322f29c15c45cc8e07637d76d9f4df,0,True,MAURITIUS/ID,2
01323d7ef22440ae914f026cc4bdca74,1,True,EGYPT/DL,0
0133aa21c94544979369b28070459723,1,True,MOZAMBIQUE/DL,4
0133b9cde85d41c890c57cbdbd1f041b,1,True,MAURITIUS/ID,1
0133c942c09a407cbd14e798d8c88ab4,1,True,MAURITIUS/ID,2
01341f81d80b492f90551ff730a8da09,0,True,MOZAMBIQUE/DL,4
01346fe625024bb2a7f788b3ec15480d,1,True,EGYPT/DL,4
0136953fbdc145d3aa9a7907d85319b0,0,True,EGYPT/DL,4
0136ca72d31b414dab20b5a394c77ebf,1,True,BENIN/DL,0
0137283385c946b2a5e6b79abd6bc84a,0,True,BENIN/DL,0
013769319a524b6a9f4937c306026ae3,0,True,GUINEA/DL,3
0137df87a14a46cca26bbe846c2c1310,1,True,GUINEA/DL,2
01388c7eb6fd4135ac6cf9124879e725,0,True,EGYPT/DL,2
0139ba29236d4455afb37b100a9617d5,0,True,EGYPT/DL,2
013a4942b0af4fcba296d978fd90d1b5,1,True,MOZAMBIQUE/DL,4
013a8bf845e5443595a7a18dd6f13bca,0,True,EGYPT/DL,3
013a960248164f21a24e4ee54bf9d1bc,1,True,MOZAMBIQUE/DL,2
013ad25a8a014f5a94991e3f7551e77a,0,True,MAURITIUS/ID,4
013ada934ce64fcdae0c84bf3e9923e4,0,True,BENIN/DL,4
013b13b8ae204683b6c1e513be4ff906,0,True,MOZAMBIQUE/DL,2
013c41e5a8864baca6d58684350c390a,0,True,GUINEA/DL,4
013e75c7e0d74aa4b23afc5f8efb49a2,0,True,GUINEA/DL,2
013f3505641e45bd98427f76f3362f72,1,True,GUINEA/DL,3
013fa769c5744958b232726338d62750,1,True,BENIN/DL,0
0140a5baa1af4ad4901527b48bbf78a4,1,True,MAURITIUS/ID,3
01410fff6c804a0ab9f91459938e57ac,0,True,MAURITIUS/ID,2
014216df6d7a4989865c3f8f64818b1f,1,True,EGYPT/DL,3
01427deda4df4325a26d140004aa9498,0,True,EGYPT/DL,1
01445b4d808f461589ebd20a7253a797,0,True,MAURITIUS/ID,3
014461462b16425097864256b6b10ab6,1,True,GUINEA/DL,0
0144e37ef96f4a83a4816a0d49a09c29,1,True,GUINEA/DL,3
